run,seed,degraded_provider,onset_s,degrade_rate,fail_at_s,t,method,active_provider,accuracy,latency_ms,reliability,utility,failover_event
4,1238,idt2b,5.439,0.09759,23.973,29,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,30,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,31,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,32,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,33,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,34,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,35,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,36,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,37,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,38,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,39,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,40,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,41,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,42,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,43,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,44,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,45,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,46,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,47,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,48,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,49,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,50,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,51,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,52,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,53,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,54,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,55,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,56,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,57,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,58,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,59,availability_based,idt2a,0.95,10.0,0.98,0.944,0
4,1238,idt2b,5.439,0.09759,23.973,60,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,0,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,1,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,2,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,3,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,4,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,5,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,6,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,7,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,8,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,9,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,10,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,11,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,12,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,13,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,14,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,15,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,16,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,17,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,18,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,19,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,20,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,21,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,22,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,23,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,24,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,25,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,26,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,27,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,28,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,29,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,30,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,31,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,32,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,33,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,34,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,35,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,36,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,37,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,38,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,39,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,40,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,41,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,42,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,43,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,44,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,45,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,46,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,47,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,48,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,49,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,50,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,51,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,52,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,53,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,54,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,55,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,56,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,57,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,58,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,59,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,60,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,0,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,1,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,2,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,3,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,4,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,5,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,6,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,7,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,8,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,9,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,10,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,11,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,12,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,13,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,14,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,15,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,16,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,17,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,18,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,19,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,20,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,21,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,22,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,23,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,24,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,25,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,26,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,27,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,28,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,29,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,30,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,31,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,32,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,33,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,34,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,35,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,36,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,37,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,38,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,39,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,40,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,41,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,42,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,43,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,44,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,45,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,46,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,47,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,48,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,49,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,50,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,51,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,52,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,53,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,54,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,55,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,56,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,57,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,58,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,59,availability_based,idt2a,0.95,10.0,0.98,0.944,0
5,1239,idt2b,17.354,0.08839,28.884,60,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,0,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,1,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,2,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,3,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,4,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,5,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,6,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,7,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,8,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,9,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,10,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,11,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,12,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,13,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,14,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,15,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,16,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,17,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,18,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,19,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,20,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,21,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,22,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,23,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,24,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,25,qos_aware,idt2a,0.885554,11.2889,0.928443,0.898888,0
6,1240,idt2a,24.158,0.07653,37.209,26,qos_aware,idt2a,0.809021,12.8196,0.867217,0.845314,0
6,1240,idt2a,24.158,0.07653,37.209,27,qos_aware,idt2a,0.732487,14.3503,0.80599,0.791741,0
6,1240,idt2a,24.158,0.07653,37.209,28,qos_aware,idt2a,0.655954,15.8809,0.744763,0.738168,0
6,1240,idt2a,24.158,0.07653,37.209,29,qos_aware,idt2a,0.579421,17.4116,0.683537,0.684595,0
6,1240,idt2a,24.158,0.07653,37.209,30,qos_aware,idt2a,0.502888,18.9422,0.62231,0.631021,0
6,1240,idt2a,24.158,0.07653,37.209,31,qos_aware,idt2a,0.426355,20.4729,0.561084,0.577448,0
6,1240,idt2a,24.158,0.07653,37.209,32,qos_aware,idt2b,0.85,15.0,0.95,0.88,1
6,1240,idt2a,24.158,0.07653,37.209,33,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,34,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,35,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,36,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,37,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,38,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,39,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,40,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,41,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,42,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,43,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,44,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,45,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,46,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,47,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,48,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,49,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,50,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,51,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,52,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,53,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,54,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,55,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,56,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,57,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,58,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,59,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,60,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,0,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,1,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,2,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,3,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,4,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,5,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,6,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,7,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,8,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,9,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,10,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,11,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,12,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,13,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,14,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,15,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,16,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,17,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,18,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,19,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,20,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,21,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,22,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,23,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,24,availability_based,idt2a,0.95,10.0,0.98,0.944,0
6,1240,idt2a,24.158,0.07653,37.209,25,availability_based,idt2a,0.885554,11.2889,0.928443,0.898888,0
6,1240,idt2a,24.158,0.07653,37.209,26,availability_based,idt2a,0.809021,12.8196,0.867217,0.845314,0
6,1240,idt2a,24.158,0.07653,37.209,27,availability_based,idt2a,0.732487,14.3503,0.80599,0.791741,0
6,1240,idt2a,24.158,0.07653,37.209,28,availability_based,idt2a,0.655954,15.8809,0.744763,0.738168,0
6,1240,idt2a,24.158,0.07653,37.209,29,availability_based,idt2a,0.579421,17.4116,0.683537,0.684595,0
6,1240,idt2a,24.158,0.07653,37.209,30,availability_based,idt2a,0.502888,18.9422,0.62231,0.631021,0
6,1240,idt2a,24.158,0.07653,37.209,31,availability_based,idt2a,0.426355,20.4729,0.561084,0.577448,0
6,1240,idt2a,24.158,0.07653,37.209,32,availability_based,idt2a,0.349821,22.0036,0.499857,0.523875,0
6,1240,idt2a,24.158,0.07653,37.209,33,availability_based,idt2a,0.273288,23.5342,0.43863,0.470302,0
6,1240,idt2a,24.158,0.07653,37.209,34,availability_based,idt2a,0.196755,25.0649,0.377404,0.416728,0
6,1240,idt2a,24.158,0.07653,37.209,35,availability_based,idt2a,0.120222,26.5956,0.316177,0.363155,0
6,1240,idt2a,24.158,0.07653,37.209,36,availability_based,idt2a,0.043688,28.1262,0.254951,0.309582,0
6,1240,idt2a,24.158,0.07653,37.209,37,availability_based,idt2a,0.0,29.6569,0.193724,0.269147,0
6,1240,idt2a,24.158,0.07653,37.209,38,availability_based,idt2b,0.85,15.0,0.95,0.88,1
6,1240,idt2a,24.158,0.07653,37.209,39,availability_based,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,40,availability_based,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,41,availability_based,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,42,availability_based,idt2b,0.85,15.0,0.95,0.88,0
6,1240,idt2a,24.158,0.07653,37.209,43,availability_based,idt2b,0.85,15.0,0.95,0.88,0
